1-5-2020	January 5, 2020	1	January	5	2020	54	BECOMING	Michelle Obama	Crown	The former first lady describes how she balanced work, family and her husband’s political ascent.	1	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUyNDc2MzEzNi05NzgxNTI0NzYzMTM4	3	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	96	EDUCATED	Tara Westover	Random House	The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.	2	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM5OTU5MDUwMS05NzgwMzk5NTkwNTA0	1	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	10	ME	Elton John	Holt	The multi-award-winning solo artist&#x27;s first autobiography chronicles his career, relationships and private struggles.	3	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTI1MDE0NzYwMy05NzgxMjUwMTQ3NjA4	2	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	15	TALKING TO STRANGERS	Malcolm Gladwell	Little, Brown	Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.	4	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ3ODUyMC05NzgwMzE2NDc4NTI2	5	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	7	SAM HOUSTON AND THE ALAMO AVENGERS	Brian Kilmeade	Sentinel	The &quot;Fox &amp; Friends” host gives an account of the battle against the Mexican Army in 1836.	5	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU0MDUzOS05NzgwNTI1NTQwNTMz	4	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	10	THE BODY	Bill Bryson	Doubleday	An owner’s manual of the human body covering various parts, functions and what happens when things go wrong.	6	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUzOTMwNC05NzgwMzg1NTM5MzAy	7	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	5	A WARNING	Anonymous	Twelve	A senior official in the Trump administration offers an assessment of the president and makes a moral appeal.	7	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUzODcxODQ2NC05NzgxNTM4NzE4NDY5	11	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	2	MOBITUARIES	Mo Rocca and Jonathan Greenberg	Simon &amp; Schuster	The humorist spotlights frequently unnoticed aspects of deceased celebrities and historical figures.	8	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUwMTE5NzYyMi05NzgxNTAxMTk3NjI4	None	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	7	TRIGGERED	Donald Trump Jr	Center Street	Forays into politics and views on liberals from the executive vice president of the Trump Organization.	9	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTU0NjA4NjAzWC05NzgxNTQ2MDg2MDMx	10	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	7	FINDING CHIKA	Mitch Albom	Harper	Lessons learned by the Alboms when they bring a Haitian orphan with a life-threatening illness into their family.	10	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDA2Mjk1MjM5MC05NzgwMDYyOTUyMzk0	8	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	10	THE BOOK OF GUTSY WOMEN	Hillary Rodham Clinton and Chelsea Clinton	Simon &amp; Schuster	Profiles of women from around the world who have blazed trails and challenged the status quo.	11	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUwMTE3ODQxNS05NzgxNTAxMTc4NDEy	6	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	8	THE WAY I HEARD IT	Mike Rowe	Gallery	The television personality relays stories from his podcast and personal anecdotes.	12	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTk4MjEzMDg1Ny05NzgxOTgyMTMwODU1	13	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	3	HOW TO	Randall Munroe	Riverhead	The former NASA roboticist dispenses complex and excessive solutions to common problems.	13	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTUzNzA5MC05NzgwNTI1NTM3MDkw	None	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	5	HOME WORK	Julie Andrews and Emma Walton Hamilton	Hachette	The musical theater icon&#x27;s second installment of her memoir describes her arrival in Hollywood, becoming a mother and her relationship with Blake Edwards.	14	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjM0OTI1OS05NzgwMzE2MzQ5MjUz	12	December 21, 2019
1-5-2020	January 5, 2020	1	January	5	2020	12	BLOWOUT	Rachel Maddow	Crown	The MSNBC host argues that the global oil and gas industry has weakened democracies and bolstered authoritarians.	15	https://www.nytimes.com/books/best-sellers/2020/01/05/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU3NTQ3Mi05NzgwNTI1NTc1NDc0	9	December 21, 2019
1-12-2020	January 12, 2020	1	January	12	2020	55	BECOMING	Michelle Obama	Crown	The former first lady describes how she balanced work, family and her husband’s political ascent.	1	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUyNDc2MzEzNi05NzgxNTI0NzYzMTM4	1	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	97	EDUCATED	Tara Westover	Random House	The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.	2	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM5OTU5MDUwMS05NzgwMzk5NTkwNTA0	2	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	16	TALKING TO STRANGERS	Malcolm Gladwell	Little, Brown	Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.	3	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ3ODUyMC05NzgwMzE2NDc4NTI2	4	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	11	ME	Elton John	Holt	The multi-award-winning solo artist&#x27;s first autobiography chronicles his career, relationships and private struggles.	4	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTI1MDE0NzYwMy05NzgxMjUwMTQ3NjA4	3	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	8	SAM HOUSTON AND THE ALAMO AVENGERS	Brian Kilmeade	Sentinel	The &quot;Fox &amp; Friends” host gives an account of the battle against the Mexican Army in 1836.	5	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU0MDUzOS05NzgwNTI1NTQwNTMz	5	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	8	FINDING CHIKA	Mitch Albom	Harper	Lessons learned by the Alboms when they bring a Haitian orphan with a life-threatening illness into their family.	6	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDA2Mjk1MjM5MC05NzgwMDYyOTUyMzk0	10	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	6	A WARNING	Anonymous	Twelve	A senior official in the Trump administration offers an assessment of the president and makes a moral appeal.	7	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUzODcxODQ2NC05NzgxNTM4NzE4NDY5	7	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	8	TRIGGERED	Donald Trump Jr	Center Street	Forays into politics and views on liberals from the executive vice president of the Trump Organization.	8	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTU0NjA4NjAzWC05NzgxNTQ2MDg2MDMx	9	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	11	THE BODY	Bill Bryson	Doubleday	An owner’s manual of the human body covering various parts, functions and what happens when things go wrong.	9	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUzOTMwNC05NzgwMzg1NTM5MzAy	6	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	11	THE BOOK OF GUTSY WOMEN	Hillary Rodham Clinton and Chelsea Clinton	Simon &amp; Schuster	Profiles of women from around the world who have blazed trails and challenged the status quo.	10	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUwMTE3ODQxNS05NzgxNTAxMTc4NDEy	11	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	13	BLOWOUT	Rachel Maddow	Crown	The MSNBC host argues that the global oil and gas industry has weakened democracies and bolstered authoritarians.	11	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU3NTQ3Mi05NzgwNTI1NTc1NDc0	15	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	9	THE WAY I HEARD IT	Mike Rowe	Gallery	The television personality relays stories from his podcast and personal anecdotes.	12	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTk4MjEzMDg1Ny05NzgxOTgyMTMwODU1	12	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	8	THE BEAUTIFUL ONES	Prince. Edited by Dan Piepenbring	Spiegel &amp; Grau	A memoir by the musician written before his death, with photos and other memorabilia showing his evolution.	13	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM5OTU4OTY1MS05NzgwMzk5NTg5NjUy	None	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	20	THE PIONEERS	David McCullough	Simon &amp; Schuster	The Pulitzer Prize-winning historian tells the story of the settling of the Northwest Territory through five main characters.	14	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUwMTE2ODY4MS05NzgxNTAxMTY4Njgw	None	December 28, 2019
1-12-2020	January 12, 2020	1	January	12	2020	6	CATCH AND KILL	Ronan Farrow	Little, Brown	The Pulitzer Prize-winning reporter details some surveillance and intimidation tactics used to pressure journalists and elude consequences by certain wealthy and connected men.	15	https://www.nytimes.com/books/best-sellers/2020/01/12/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ4NjYzOS05NzgwMzE2NDg2NjM3	None	December 28, 2019
1-19-2020	January 19, 2020	1	January	19	2020	98	EDUCATED	Tara Westover	Random House	The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.	1	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM5OTU5MDUwMS05NzgwMzk5NTkwNTA0	2	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	17	TALKING TO STRANGERS	Malcolm Gladwell	Little, Brown	Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.	2	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ3ODUyMC05NzgwMzE2NDc4NTI2	3	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	56	BECOMING	Michelle Obama	Crown	The former first lady describes how she balanced work, family and her husband’s political ascent.	3	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUyNDc2MzEzNi05NzgxNTI0NzYzMTM4	1	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	12	ME	Elton John	Holt	The multi-award-winning solo artist&#x27;s first autobiography chronicles his career, relationships and private struggles.	4	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTI1MDE0NzYwMy05NzgxMjUwMTQ3NjA4	4	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	12	THE BODY	Bill Bryson	Doubleday	An owner’s manual of the human body covering various parts, functions and what happens when things go wrong.	5	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUzOTMwNC05NzgwMzg1NTM5MzAy	9	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	7	SAY NOTHING	Patrick Radden Keefe	Doubleday	A look at the conflict in Northern Ireland known as the Troubles.	6	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUyMTMxNi05NzgwMzg1NTIxMzE0	None	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	9	SAM HOUSTON AND THE ALAMO AVENGERS	Brian Kilmeade	Sentinel	The &quot;Fox &amp; Friends” host gives an account of the battle against the Mexican Army in 1836.	7	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU0MDUzOS05NzgwNTI1NTQwNTMz	5	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	17	MAYBE YOU SHOULD TALK TO SOMEONE	Lori Gottlieb	Houghton Mifflin Harcourt	A psychotherapist gains unexpected insights when she becomes another therapist’s patient.	8	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTMyODY2MjA1NS05NzgxMzI4NjYyMDU3	None	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	7	CATCH AND KILL	Ronan Farrow	Little, Brown	The Pulitzer Prize-winning reporter details some surveillance and intimidation tactics used to pressure journalists and elude consequences by certain wealthy and connected men.	9	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ4NjYzOS05NzgwMzE2NDg2NjM3	15	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	New this week	HOW TO DO NOTHING	Jenny Odell	Melville House	An argument for unplugging from technology in order to potentially focus attention on important matters.	10	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTYxMjE5NzQ5My05NzgxNjEyMTk3NDk0	None	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	9	FINDING CHIKA	Mitch Albom	Harper	Lessons learned by the Alboms when they bring a Haitian orphan with a life-threatening illness into their family.	11	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDA2Mjk1MjM5MC05NzgwMDYyOTUyMzk0	6	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	12	THE BOOK OF GUTSY WOMEN	Hillary Rodham Clinton and Chelsea Clinton	Simon &amp; Schuster	Profiles of women from around the world who have blazed trails and challenged the status quo.	12	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUwMTE3ODQxNS05NzgxNTAxMTc4NDEy	10	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	7	A WARNING	Anonymous	Twelve	A senior official in the Trump administration offers an assessment of the president and makes a moral appeal.	13	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUzODcxODQ2NC05NzgxNTM4NzE4NDY5	7	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	2	THE YELLOW HOUSE	Sarah M. Broom	Grove	Identity and inequality are explored in the history of a family and home in New Orleans both before and after Hurricane Katrina.	14	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDgwMjEyNTA4NS05NzgwODAyMTI1MDg4	None	January 4, 2020
1-19-2020	January 19, 2020	1	January	19	2020	14	BLOWOUT	Rachel Maddow	Crown	The MSNBC host argues that the global oil and gas industry has weakened democracies and bolstered authoritarians.	15	https://www.nytimes.com/books/best-sellers/2020/01/19/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU3NTQ3Mi05NzgwNTI1NTc1NDc0	11	January 4, 2020
1-26-2020	January 26, 2020	1	January	26	2020	99	EDUCATED	Tara Westover	Random House	The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.	1	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM5OTU5MDUwMS05NzgwMzk5NTkwNTA0	1	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	18	TALKING TO STRANGERS	Malcolm Gladwell	Little, Brown	Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.	2	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ3ODUyMC05NzgwMzE2NDc4NTI2	2	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	57	BECOMING	Michelle Obama	Crown	The former first lady describes how she balanced work, family and her husband’s political ascent.	3	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUyNDc2MzEzNi05NzgxNTI0NzYzMTM4	3	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	18	MAYBE YOU SHOULD TALK TO SOMEONE	Lori Gottlieb	Houghton Mifflin Harcourt	A psychotherapist gains unexpected insights when she becomes another therapist’s patient.	4	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTMyODY2MjA1NS05NzgxMzI4NjYyMDU3	8	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	13	ME	Elton John	Holt	The multi-award-winning solo artist&#x27;s first autobiography chronicles his career, relationships and private struggles.	5	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTI1MDE0NzYwMy05NzgxMjUwMTQ3NjA4	4	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	8	CATCH AND KILL	Ronan Farrow	Little, Brown	The Pulitzer Prize-winning reporter details some surveillance and intimidation tactics used to pressure journalists and elude consequences by certain wealthy and connected men.	6	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ4NjYzOS05NzgwMzE2NDg2NjM3	9	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	New this week	BOYS &amp; SEX	Peggy Orenstein	Harper	How young men comprehend cultural forces and navigate sexual and emotional relationships.	7	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDA2MjY2Njk3NS05NzgwMDYyNjY2OTcw	None	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	11	RANGE	David Epstein	Riverhead	An argument for how generalists excel more than specialists, especially in complex and unpredictable fields.	8	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDczNTIxNDQ4NC05NzgwNzM1MjE0NDg0	None	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	13	THE BODY	Bill Bryson	Doubleday	An owner’s manual of the human body covering various parts, functions and what happens when things go wrong.	9	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUzOTMwNC05NzgwMzg1NTM5MzAy	5	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	New this week	SUCCESSFUL AGING	Daniel J. Levitin	Dutton	A neuroscientist suggests using resilience strategies as we grow older.	10	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUyNDc0NDE4Mi05NzgxNTI0NzQ0MTgy	None	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	10	SAM HOUSTON AND THE ALAMO AVENGERS	Brian Kilmeade	Sentinel	The &quot;Fox &amp; Friends” host gives an account of the battle against the Mexican Army in 1836.	11	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU0MDUzOS05NzgwNTI1NTQwNTMz	7	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	8	SAY NOTHING	Patrick Radden Keefe	Doubleday	A look at the conflict in Northern Ireland known as the Troubles.	12	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUyMTMxNi05NzgwMzg1NTIxMzE0	6	January 11, 2020
